,Phenylalanine,Valine,Threonine,Tryptophan,Methionine,Leucine,Isoleucine,Lysine,Histidine,Alpha-linolenic acid,Linolenic acid,"Vitamin A, total","Vitamin C, total","Vitamin E, total",Vitamin D,"Vitamin K, phylloquinone (K1)",Vitamin B1 (as thiamin hydrochloride),Vitamin B2 (riboflavin),Vitamin B3,Vitamin B5,"Vitamin B6 (as pyridoxinehydrochloride), total",Vitamin B7,Vitamin B9,Vitamin B12 (as cyanocobalamin),Sodium (Na),Potassium (K),Calcium (Ca),Phosphorus (P),Magnesium (Mg),Iron (Fe),Zinc (Zn),Iodine (I),Manganese (Mn),Copper (Cu),Chromium (Cr),Selenium (Se),Cl,Mo,Co
"Ravioli, cheese-filled, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.06,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.363,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mollusks, oyster, eastern, wild, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.925,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Ginger root, raw",44.0,73.0,35.0,12.0,410.0,73.0,52.0,58.0,29.0,0,0.0,0,5.0,0.0,0,0.0,0.025,0.034,0.75,0.203,0.16,0.0,0.011000000000000001,0.0,13.0,415.0,16.0,34.0,43.0,0.6,0.34,0.0,0.22899999999999998,0.226,0.0,0.0,0,0,0
"Radish, white, raw",19.0,35.0,26.0,5.0,10.0,34.0,21.0,40.0,15.0,0,0.0,0,20.0,0.0,0,0.0,0.05,0.04,0.4,0.18,0.11,0.0,0.024,0.0,9.0,350.0,50.0,29.0,9.0,0.6,0.32,0.0011,0.08,0.04,0.001,0.0001,0,0,0
"Fish, salmon, pink, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0109,0,0.0,0.0,0,0.0,0.0,0.0,7.995,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, anchovy, european, canned in oil, drained solids",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0017,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pickle relish, hot dog",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, lingcod, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.9,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Squash, winter, acorn, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Alcoholic beverage, daiquiri, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.014,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mungo beans, mature seeds, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.447,0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Rye bread, dark",270.0,330.0,210.0,68.0,93.0,400.0,240.0,210.0,140.0,0,0.0,0,0.0,0.2,0,0.0,0.191,0.069,0.85,0.6,0.161,4.7,0.027000000000000003,0.0,512.0,273.0,38.1,156.0,53.2,1.7,1.49,0.022000000000000002,1.2,0.17,0.0053,0.0012699999999999999,0,0,0
"Sugar, brown",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Dill, raw",0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fish, butterfish, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Milk, buttermilk with lemon",170.0,220.0,140.0,47.0,83.0,300.0,190.0,270.0,93.0,0,7.4e-05,0,0.4,0.013000000000000001,0,0.0,0.035,0.175,0.09300000000000001,0.3,0.035,1.4,0.0029,0.00025,41.2,147.0,114.0,89.0,11.2,0.04,0.42,0.0243,0.008,0.009000000000000001,5.2000000000000004e-05,0.0013,0,0,0
"Fish, tuna, fresh, skipjack, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.4,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Milk, cultured, kefir",170.0,240.0,140.0,47.0,88.0,340.0,190.0,300.0,93.0,0,0.000101,0,0.3,0.092,0,0.0,0.045,0.203,0.087,0.31,0.038,3.5,0.021,0.00018,49.0,155.0,127.0,95.0,12.7,0.05,0.44,0.0243,0.009000000000000001,0.01,5.2000000000000004e-05,0.0013,0,0,0
"Blended spread, 80% fat",19.0,25.0,16.0,5.0,9.0,35.0,21.0,32.0,10.0,0,0.000532,0,0.0,5.08,0,0.0,0.005,0.026000000000000002,0.07400000000000001,0.081,0.0,0.0,0.00207,9.2e-05,356.0,38.0,12.0,17.8,4.26,0.032,0.11199999999999999,0.00123,0.009000000000000001,0.019,0.00449,0.000376,0,0,0
"Spices, sage, ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Saccharin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,4.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0
"Leek, raw",50.0,75.0,59.0,18.0,22.0,100.0,59.0,110.0,30.0,0,0.0,0,25.0,0.55,0,0.0,0.07,0.1,0.6,0.12,0.25,1.4,0.08199999999999999,0.0,9.0,236.0,42.3,45.6,10.0,0.9,0.29,0.0011,0.19,0.053,0.0008,0.000558,0,0,0
"Broiler, flesh and skin, raw",730.0,910.0,790.0,210.0,520.0,1400.0,940.0,1600.0,550.0,0,0.0015,0,1.6,0.0,0,0.0,0.06,0.12,6.8,0.91,0.35,0.0,0.006,0.00031,39.0,101.0,11.0,147.0,7.6,0.9,1.31,0.0,0.019,0.048,0.0,0.0,0,0,0
"Yam, raw",71.0,61.0,54.0,12.0,21.0,96.0,51.0,59.0,34.0,0,0.0,0,0.0,0.0,0,0.0,0.11199999999999999,0.032,0.552,0.314,0.293,0.0,0.023,0.0,9.0,816.0,17.0,55.0,21.0,0.54,0.24,0.0,0.397,0.17800000000000002,0.0,0.0,0,0,0
"Fast foods, taco salad",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Peppers, sweet, yellow, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.89,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Caseinate, sodium, DAMIPRO RHV",4400.0,4300.0,3500.0,1300.0,1100.0,6900.0,4100.0,5400.0,2200.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0
"Spices, allspice, ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Duck, breast, flesh only, raw",830.0,1100.0,860.0,280.0,540.0,1700.0,1000.0,1700.0,540.0,0,0.0,0,6.0,0.0,0,0.0,0.42,0.31,3.4,0.0,0.63,0.0,0.048,0.0007599999999999999,57.0,270.0,3.0,186.0,22.0,4.5,0.74,0.0,0.0,0.0,0.0,0.0,0,0,0
"Mollusks, clam, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.35,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Hush puppies, prepared from recipe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.782,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cabbage, chinese (pe-tsai), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Squash, Indian, raw (Navajo)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Rice bran,720.0,880.0,450.0,190.0,310.0,1000.0,580.0,490.0,290.0,0,0.0,0,0.0,0.0,0,0.0,2.75,0.284,34.0,0.0,0.0,0.0,0.0,0.0,5.0,1485.0,57.0,1677.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Oat Bran, danish",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Whipped egg white and sugar with chocolate covering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,230.0,17.0,6.0,51.0,3.3,0.79,0.0,0.49,0.42,0.0,0.0,0,0,0
"Pectin, liquid",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Liqueur, Advocaat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.019,0.0,0.0,0,0,0
"Mollusks, abalone, mixed species, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Oil, cupu assu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Carbonated drinks, Cola",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,30.0,1.0,0.04,0.013000000000000001,0.0009,0.002,0.005,0.0008,0.0001,0,0,0
Cream Crackers,500.0,470.0,270.0,110.0,150.0,720.0,400.0,230.0,220.0,0,0.0,0,0.0,0.0,0,0.0,0.13,0.08,1.5,0.0,0.06,0.0,0.0,0.0,610.0,120.0,110.0,110.0,25.0,1.7,0.87,0.0,0.68,0.19,0.008,0.003,0,0,0
"Game meat, squirrel, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Sunflower oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,55.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0,0,0
"Tuna, in oil, canned",1000.0,1500.0,1100.0,280.0,720.0,1900.0,1300.0,2300.0,1200.0,0,0.0021,0,0.0,1.2,0,0.0,0.025,0.1,12.4,0.32,0.425,3.0,0.015,0.0022,580.0,288.0,9.8,211.0,31.9,1.38,1.24,0.012,0.012,0.051,0.009000000000000001,0.068,0,0,0
"Rose-apples, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cardoon, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.3,0.33799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Swamp cabbage, (skunk cabbage), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.9,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Squash, winter, butternut, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Cabbage, white, raw",22.0,45.0,24.0,9.0,9.0,35.0,27.0,35.0,22.0,0,0.0,0,45.8,0.02,0,0.076,0.049,0.036000000000000004,0.0,0.0,0.156,1.2,0.077,0.0,6.0,240.0,50.9,30.1,10.9,0.305,0.145,0.0007,0.24,0.019,0.0017,0.000767,0,0,0
"Pastilles, sugar added, unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,355.0,80.0,0.0,102.0,7.0,0.31,0.0,0.71,0.3,0.0,0.0,0,0,0
Rose hip syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,194.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,10.0,5.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Hake, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,74.0,365.0,41.0,142.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00105,0.0253,0,0,0
Nougat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,377.0,173.0,0.0,54.0,1.4,1.23,0.0,0.61,0.31,0.0,0.0,0,0,0
"Game meat, muskrat, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Fast foods, chimichanga, with beef",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.32,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Dumplings, average values",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,55.0,36.0,0.0,6.0,0.8,0.59,0.0,0.0,0.094,0.0,0.0,0,0,0
"Rabbit, flesh only, raw",920.0,1300.0,1100.0,280.0,680.0,1800.0,1200.0,2200.0,680.0,0,0.0,0,3.0,0.4,0,0.0,0.115,0.14,10.0,0.78,0.6,1.0,0.005,0.01,58.0,383.0,13.0,210.0,28.0,0.8,1.7,0.00055,0.038,0.15,0.002,0.01,0,0,0
Black pudding (boiled),550.0,700.0,290.0,89.0,130.0,870.0,260.0,810.0,390.0,0,0.001,0,0.0,0.15,0,0.0,0.075,0.035,1.2,0.6,0.045,2.0,0.005,0.00032,438.0,192.0,65.0,84.0,20.0,16.2,0.6,0.0027,6.8,0.14,0.001,0.013999999999999999,0,0,0
"Bean sprouts, mung, raw",120.0,130.0,78.0,37.0,34.0,180.0,130.0,170.0,68.0,0,0.0,0,13.2,0.0,0,0.033,0.084,0.124,0.7490000000000001,0.38,0.08800000000000001,0.0,0.1,0.0,6.0,149.0,25.8,100.0,21.0,0.91,0.41,0.0,0.188,0.16399999999999998,0.0,0.0,0,0,0
"Milk, partly skimmed, konventional (not organic), 1.5 % fat",180.0,240.0,150.0,47.0,88.0,340.0,200.0,310.0,99.0,0,8.499999999999999e-05,0,1.3,0.040999999999999995,0,0.0,0.047,0.17600000000000002,0.09699999999999999,0.34,0.048,1.4,0.0115,0.00049,43.4,153.0,122.0,96.0,11.8,0.031,0.414,0.0179,0.01,0.01,5.2000000000000004e-05,0.0015400000000000001,0,0,0
"Bream, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0055,0,0.0,1.3,0,0.0,0.07,0.07,4.0,0.0,0.0,0.0,0.0,0.0,43.0,350.0,63.0,210.0,26.0,0.44,0.42,0.006999999999999999,0.087,0.027999999999999997,0.0056,0.024,0,0,0
"Persimmons, japanese, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Blackberry, frozen, unsweetened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.1,0.0,0,0.0,0.028999999999999998,0.046,1.21,0.151,0.061,0.0,0.034,0.0,1.0,140.0,29.0,30.0,22.0,0.8,0.25,0.0,1.22,0.12,0.0,0.0,0,0,0
"Tomato paste, concentrated",120.0,110.0,110.0,29.0,31.0,140.0,100.0,130.0,65.0,0,0.0,0,17.8,4.6,0,0.0,0.06,0.153,3.08,0.44,0.21600000000000003,3.0,0.01,0.0,98.0,1014.0,64.3,85.6,60.0,2.98,0.4,0.0044,0.16,0.3,0.005,0.0004,0,0,0
"Game meat, goat, cooked, roasted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Hummus, home prepared",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.399,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Ascidians (tunughnak) (Alaska Native),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Leeks, (bulb and lower leaf-portion), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Baking powder,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11800.0,49.0,11300.0,8430.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Grape juice,12.0,10.0,16.0,0.0,1.0,12.0,7.0,10.0,7.0,0,0.0,0,0.1,0.4,0,0.0,0.026000000000000002,0.037000000000000005,0.262,0.040999999999999995,0.065,0.0,0.003,0.0,3.0,132.0,9.0,11.0,10.0,0.24,0.05,0.0,0.36,0.027999999999999997,0.0,0.0,0,0,0
"Cranberry-orange relish, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Thistle oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,38.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Willow, young leaves, chopped (Alaska Native)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Pizza Napolitana, frozen",0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.22,0.14,0.57,0.12,0.09,0.0,0.0,0.00029,385.0,165.0,140.0,0.0,18.0,1.8,1.15,0.0,0.0,0.077,0.0,0.0,0,0,0
"Gourd, dishcloth (towelgourd), raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Oats, rolled, average values",750.0,840.0,480.0,180.0,230.0,1000.0,570.0,590.0,320.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,3.02,0.0005,5.8,0.2,0.0025,0.005,0,0,0
"Fish, halibut, Atlantic and Pacific, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0047,0,0.0,0.0,0,0.0,0.0,0.0,6.513,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"USDA Commodity, spaghetti sauce, meatless, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Chokecherries, raw, pitted (Shoshone Bannock)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.672,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Seeds, breadnut tree seeds, raw",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.88,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
"Peach, canned",10.0,24.0,16.0,2.0,18.0,16.0,8.0,18.0,10.0,0,0.0,0,4.0,5.1,0,0.0,0.01,0.025,0.6,0.05,0.019,0.2,0.0091,0.0,1.0,150.0,5.32,16.9,5.5,0.15,0.31,0.0018,0.05,0.043,0.0003,0.000156,0,0,0
"Salmon, canned",840.0,1200.0,970.0,230.0,590.0,1700.0,1100.0,2000.0,590.0,0,0.013000000000000001,0,0.0,1.5,0,0.0,0.04,0.18,7.0,0.55,0.45,5.0,0.012,0.0031,570.0,300.0,270.0,440.0,42.0,0.45,0.7,0.03,0.048,0.038,0.001,0.042,0,0,0
